,Song_Name,Genre,Subgenre,Subgenre_2,Release_Date,Song_Decade,Streams,Week_Of_Highest_Charting,Month_Highest_Charting,Season_Highest_Charting,Year_Highest_Charting,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_(Ms),Valence,Chord,Artist,Artist_Followers,Gender,Artist_Generation,Type,Country,Event_Name,url,Event_Country,Event_City,Event_Longitude,Event_Latitude
251,Perfect,pop,pop,uk pop,2017-03-03,2010s,"6,278,765",2020-07-24,July,Summer,2020,86.0,0.599,0.448,-6.312,0.0232,0.163,0.106,95.05,263400.0,0.168,G#/Ab,Ed Sheeran,83293380,male,Millennial,person,GB,Ed Sheeran: +-=÷x Tour,https://www.ticketmaster.com/ed-sheeran-x-tour-east-rutherford-new-jersey-06-10-2023/event/00005D3DE5604AD8,United States Of America,East Rutherford,-74.074493,40.81359
252,WILSHIRE,hip hop,hip hop,rap,2021-06-25,2020s,"6,268,542",2021-06-25,June,Summer,2021,73.0,0.555,0.712,-7.446,0.323,0.0451,0.182,78.958,515865.0,0.555,C#/Db,"Tyler, The Creator",6777818,male,Millennial,person,US,"EARFQUAKE! A Tyler, The Creator Party with Blade Trip",https://www.ticketweb.com/event/earfquake-a-tyler-the-creator-strummers-tickets/12759565,United States Of America,Fresno,-119.8023913,36.7589448
253,People You Know,dance pop,dance pop,pop,2020-01-10,2020s,"6,255,954",2020-01-10,January,Winter,2020,54.0,0.695,0.62,-8.082,0.0521,0.0881,0.111,150.032,194900.0,0.62,G#/Ab,Selena Gomez,28931149,female,Millennial,person,US,No events,-,-,-,-,-
254,More Time,drill,brooklyn drill,-,2021-07-31,2020s,"6,238,351",2021-07-16,July,Summer,2021,55.0,0.628,0.581,-8.377,0.188,0.46,0.152,145.396,120828.0,0.259,D,Pop Smoke,6837946,male,Generation Z,person,US,Blackberry Smoke,https://www.ticketmaster.co.uk/blackberry-smoke-glasgow-27-03-2023/event/1F005ABAE4155FC1,Great Britain,Glasgow,-4.2587809,55.8504496
255,Up Up And Away,rap,chicago rap,melodic rap,2020-07-10,2020s,"6,229,316",2020-07-10,July,Summer,2020,72.0,0.661,0.665,-6.356,0.053,0.538,0.0981,75.059,147548.0,0.486,E,Juice WRLD,19102888,male,Generation Z,person,US,No events,-,-,-,-,-
256,Urgency (feat. Syd),rap,melodic rap,philly rap,2020-03-06,2020s,"6,224,412",2020-03-06,March,Spring,2020,53.0,0.619,0.784,-6.11,0.123,0.0326,0.315,156.035,181161.0,0.471,C#/Db,Lil Uzi Vert,11821805,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
257,Man Of The Year,rap,chicago rap,melodic rap,2020-07-10,2020s,"6,223,001",2020-07-10,July,Summer,2020,73.0,0.621,0.695,-5.124,0.0911,0.00584,0.086,173.966,136408.0,0.298,E,Juice WRLD,19102888,male,Generation Z,person,US,No events,-,-,-,-,-
258,ON (Feat. Sia),pop,k-pop,k-pop boy group,2020-02-21,2020s,"6,219,276",2020-02-21,February,Winter,2020,64.0,0.591,0.848,-4.397,0.0828,0.137,0.372,105.922,246816.0,0.386,A,BTS,37151476,mixed,Generation Z,group,KR,BTS 14-17 Party,https://www.ticketmaster.co.uk/bts-1417-party-london-12-02-2023/event/1F005D89D56A5463,Great Britain,London,-0.10661535,51.53445948
259,Birthday,dance pop,dance pop,pop,2020-02-07,2020s,"6,207,326",2020-02-07,February,Winter,2020,65.0,0.609,0.785,-3.32,0.0891,0.0502,0.171,151.995,181467.0,0.756,B,Anne-Marie,8153871,female,Generation Z,person,US,Anne-Marie - Forest Live,https://www.ticketmaster.co.uk/annemarie-forest-live-thetford-16-06-2023/event/37005D7DF68761EE,Great Britain,Thetford,0.663071,52.434407
260,TE DESEO LO MEJOR,latin,latin,reggaeton,2020-11-27,2020s,"6,204,228",2020-11-27,November,Autumn,2020,70.0,0.763,0.597,-5.054,0.0416,0.158,0.111,126.054,139576.0,0.194,C#/Db,Bad Bunny,36177712,male,Millennial,person,PR,Bad Bunny Night,https://www.ticketweb.com/event/bad-bunny-night-house-of-independents-tickets/12723755,United States Of America,Asbury Park,-74.00979,40.21584
261,Love Story (Taylor’s Version),pop,pop,post-teen pop,2021-04-09,2020s,"6,202,933",2021-02-12,February,Winter,2021,73.0,0.627,0.792,-4.311,0.031,0.13,0.0845,119.054,235767.0,0.415,D,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
262,All Bad (feat. Lil Uzi Vert),hip hop,atl hip hop,pop rap,2020-05-15,2020s,"6,194,224",2020-05-15,May,Spring,2020,60.0,0.931,0.667,-7.043,0.318,0.0144,0.15,142.039,207739.0,0.667,F#/Gb,Future,10491105,male,Millennial,person,US,Future,https://www.ticketmaster.com/event/Z7r9jZ1Adjx00,United States Of America,Las Vegas,-115.147301,36.085701
263,ROCKSTAR (feat. Roddy Ricch),hip hop,north carolina hip hop,rap,2020-04-17,2020s,"6,180,056",2020-07-17,July,Summer,2020,86.0,0.746,0.69,-7.956,0.164,0.247,0.101,89.977,181733.0,0.497,B,DaBaby,7593046,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
264,Heather,pop,bedroom pop,bedroom pop,2020-03-20,2020s,"6,164,795",2020-09-04,September,Autumn,2020,86.0,0.357,0.425,-7.301,0.0333,0.584,0.322,102.078,198040.0,0.27,F,Conan Gray,3794081,male,Generation Z,person,US,No events,-,-,-,-,-
265,Coupe,drill,brooklyn drill,-,2021-07-31,2020s,"6,161,664",2021-07-16,July,Summer,2021,54.0,0.912,0.589,-7.476,0.2,0.0332,0.0795,135.921,123549.0,0.486,G#/Ab,Pop Smoke,6837946,male,Generation Z,person,US,Blackberry Smoke,https://www.ticketmaster.co.uk/blackberry-smoke-glasgow-27-03-2023/event/1F005ABAE4155FC1,Great Britain,Glasgow,-4.2587809,55.8504496
266,Once A Day,hip hop,hip hop,pittsburgh rap,2020-01-17,2020s,"6,159,873",2020-01-17,January,Winter,2020,61.0,0.762,0.054,-16.735,0.0503,0.947,0.124,96.838,160267.0,0.339,D,Mac Miller,6189454,male,Millennial,person,US,No events,-,-,-,-,-
267,Patience (feat. YUNGBLUD & Polo G),hip hop,uk hip hop,-,2021-03-12,2020s,"6,155,698",2021-03-12,March,Spring,2021,71.0,0.616,0.741,-4.272,0.0426,0.00251,0.307,122.012,181720.0,0.431,G,KSI,2010879,male,Millennial,person,GB,No events,-,-,-,-,-
268,you broke me first,dance pop,dance pop,dance pop,2020-04-17,2020s,"6,152,121",2020-10-16,October,Autumn,2020,86.0,0.667,0.373,-9.389,0.05,0.785,0.0906,124.148,169266.0,0.0823,E,Tate McRae,1647262,female,Generation Z,person,CA,No events,-,-,-,-,-
269,Bad Bitch From Tokyo (Intro),drill,brooklyn drill,-,2020-07-03,2020s,"6,144,736",2020-07-03,July,Summer,2020,59.0,0.645,0.64,-6.871,0.179,0.395,0.286,140.248,48000.0,0.674,A#/Bb,Pop Smoke,6852509,male,Generation Z,person,US,Blackberry Smoke,https://www.ticketmaster.co.uk/blackberry-smoke-glasgow-27-03-2023/event/1F005ABAE4155FC1,Great Britain,Glasgow,-4.2587809,55.8504496
270,Life Goes On,pop,k-pop,k-pop boy group,2020-11-20,2020s,"6,142,975",2020-11-20,November,Autumn,2020,84.0,0.566,0.716,-5.733,0.0424,0.00691,0.37,81.068,207481.0,0.45,C#/Db,BTS,37106176,mixed,Generation Z,group,KR,BTS 14-17 Party,https://www.ticketmaster.co.uk/bts-1417-party-london-12-02-2023/event/1F005D89D56A5463,Great Britain,London,-0.10661535,51.53445948
271,The Nights,dance pop,dance pop,edm,2014-01-01,2010s,"6,136,340",2021-07-23,July,Summer,2021,85.0,0.527,0.835,-5.298,0.0433,0.0166,0.249,125.983,176658.0,0.654,F#/Gb,Avicii,20270895,male,Millennial,person,SE,No events,-,-,-,-,-
272,POPSTAR (feat. Drake),hip hop,hip hop,miami hip hop,2020-07-17,2020s,"6,127,103",2020-07-17,July,Summer,2020,80.0,0.8,0.56,-4.818,0.261,0.057,0.134,163.071,200221.0,0.45,F,DJ Khaled,6278835,male,Generation X,person,US,No events,-,-,-,-,-
273,Donuts,hip hop,deep german hip hop,german hip hop,2020-02-13,2020s,"6,113,037",2020-01-24,January,Winter,2020,62.0,0.784,0.703,-7.491,0.236,0.0973,0.0754,141.035,162938.0,0.556,B,Gzuz,1140383,male,Millennial,person,DE,No events,-,-,-,-,-
274,911,latin,latin,panamanian pop,2021-07-09,2020s,"6,111,108",2021-04-16,April,Spring,2021,89.0,0.816,0.71,-3.728,0.0398,0.165,0.292,93.02,208631.0,0.784,G,Sech,8758283,male,Millennial,person,PA,No events,-,-,-,-,-
275,Beautiful Trip,hip hop,hip hop,ohio hip hop,2020-12-11,2020s,"6,108,393",2020-12-11,December,Winter,2020,54.0,0.331,0.513,-15.392,0.632,0.972,0.882,133.971,37013.0,0.42,B,Kid Cudi,5002317,male,Millennial,person,US,No events,-,-,-,-,-
276,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,rap,rap,trap,2019-12-27,2010s,"6,107,499",2019-12-27,December,Winter,2019,68.0,0.559,0.491,-6.406,0.0346,0.0567,0.0992,153.131,244874.0,0.114,D,Travis Scott,437907,male,Millennial,person,US,Rolling Loud Rotterdam 2023 - Weekend,https://www.ticketmaster.nl/event/rolling-loud-rotterdam-2023-weekend-tickets/287777?language=en-us,Netherlands,Rotterdam,4.48817,51.88314
277,Snitching (feat. Quavo & Future),drill,brooklyn drill,-,2020-07-03,2020s,"6,102,253",2020-07-03,July,Summer,2020,59.0,0.944,0.579,-4.961,0.191,0.0381,0.253,135.033,259346.0,0.769,G#/Ab,Pop Smoke,6852509,male,Generation Z,person,US,Blackberry Smoke,https://www.ticketmaster.co.uk/blackberry-smoke-glasgow-27-03-2023/event/1F005ABAE4155FC1,Great Britain,Glasgow,-4.2587809,55.8504496
278,Riptide,pop,folk-pop,modern rock,2014-09-09,2010s,"6,089,242",2021-07-16,July,Summer,2021,78.0,0.484,0.731,-6.694,0.0379,0.431,0.151,101.654,204280.0,0.51,C#/Db,Vance Joy,2421254,male,Millennial,person,AU,Vance Joy,https://www.ticketmaster.co.uk/vance-joy-london-29-04-2023/event/36005CACF8A24AF0,Great Britain,London,-0.224458,51.490702
279,epiphany,pop,pop,post-teen pop,2020-07-24,2020s,"6,085,522",2020-07-24,July,Summer,2020,66.0,0.354,0.267,-13.69,0.0281,0.731,0.0858,94.219,289749.0,0.113,C#/Db,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
280,Pain 1993 (with Playboi Carti),hip hop,canadian hip hop,canadian pop,2020-05-01,2020s,"6,085,143",2020-05-01,May,Spring,2020,67.0,0.825,0.373,-5.532,0.108,0.163,0.368,77.271,149078.0,0.12,F,Drake,56327031,male,Millennial,person,CA,Drake White,https://www.ticketmaster.com/drake-white-indianapolis-indiana-03-18-2023/event/05005E22B19D1600,United States Of America,Indianapolis,-86.249381,39.768343
281,LET IT GO (feat. Justin Bieber & 21 Savage),hip hop,hip hop,miami hip hop,2021-04-30,2020s,"6,083,338",2021-04-30,April,Spring,2021,75.0,0.877,0.444,-7.547,0.172,0.24,0.169,129.06,165527.0,0.658,G#/Ab,DJ Khaled,6278835,male,Generation X,person,US,No events,-,-,-,-,-
282,WITHOUT YOU (with Miley Cyrus),hip hop,australian hip hop,-,2021-04-30,2020s,"6,081,034",2021-04-30,April,Spring,2021,81.0,0.655,0.469,-6.257,0.0292,0.173,0.0956,92.56,161385.0,0.467,C,The Kid LAROI,2230022,male,Generation Z,person,AU,The Kid LAROI,https://www.ticketmaster.com/the-kid-laroi-lexington-kentucky-03-31-2023/event/16005D1224659B13,United States Of America,Lexington,-84.5010377,38.049148
283,1000 Doves,dance pop,dance pop,pop,2020-05-29,2020s,"6,069,544",2020-05-29,May,Spring,2020,58.0,0.668,0.826,-4.466,0.0383,0.0236,0.474,122.973,215480.0,0.388,A,Lady Gaga,18585963,female,Millennial,person,US,Big Wig Lady Gaga Brunch: The Ultimate Drag Experience,https://concerts.livenation.com/big-wig-lady-gaga-brunch-the-philadelphia-pennsylvania-01-28-2023/event/02005D69970923FB,United States Of America,Philadelphia,-75.134752,39.965819
284,The Void,hip hop,hip hop,ohio hip hop,2020-12-11,2020s,"6,068,816",2020-12-11,December,Winter,2020,61.0,0.464,0.459,-8.736,0.0314,0.365,0.117,142.017,325413.0,0.0786,G,Kid Cudi,5002317,male,Millennial,person,US,No events,-,-,-,-,-
285,Good as Hell (feat. Ariana Grande) - Remix,dance pop,dance pop,escape room,2016,2010s,"6,066,001",2019-12-27,December,Winter,2019,71.0,0.668,0.892,-3.001,0.0645,0.298,0.735,95.927,159011.0,0.478,F,Lizzo,3991674,female,Millennial,person,US,LIZZO,https://www.eticketing.co.uk/asmglobalmanchester,Great Britain,Manchester,-2.244066,53.488164
286,Smells Like Teen Spirit,other,permanent wave,permanent wave,1991-09-26,1990s,"6,065,267",2021-07-23,July,Summer,2021,77.0,0.502,0.912,-4.556,0.0564,2.55e-05,0.106,116.761,301920.0,0.72,C#/Db,Nirvana,13261089,mixed,Millennial,group,US,Nirvana UK,https://www.ticketmaster.co.uk/nirvana-uk-birmingham-04-02-2023/event/1F005CB8BB364881,Great Britain,Birmingham,-1.89955,52.47406
287,Trillionaire (feat. Youngboy Never Broke Again),hip hop,atl hip hop,pop rap,2020-05-15,2020s,"6,057,848",2020-05-15,May,Spring,2020,61.0,0.768,0.526,-7.182,0.209,0.237,0.139,139.999,167552.0,0.473,C,Future,10491105,male,Millennial,person,US,Future,https://www.ticketmaster.com/event/Z7r9jZ1Adjx00,United States Of America,Las Vegas,-115.147301,36.085701
288,Alone Again,r&b,canadian contemporary r&b,canadian pop,2020-03-20,2020s,"6,055,294",2020-03-20,March,Spring,2020,66.0,0.218,0.652,-7.953,0.0641,0.033,0.172,65.375,250053.0,0.0599,E,The Weeknd,35340069,male,Millennial,person,CA,The Weeknd Grada,https://www.ticketmaster.com.mx/the-weeknd-grada-mexico-29-09-2023/event/14005D6EA9652FE7,Mexico,México,-99.095618,19.405199
289,Merry Christmas Everyone,pop,classic uk pop,new wave pop,1991-11-25,1990s,"6,052,105",2020-12-18,December,Winter,2020,47.0,0.534,0.904,-3.315,0.0369,0.129,0.128,202.899,220160.0,0.96,A,Shakin' Stevens,99249,male,Baby Boomer,person,GB,No events,-,-,-,-,-
290,enough for you,pop,pop,-,2021-05-21,2020s,"6,040,918",2021-05-21,May,Spring,2021,86.0,0.638,0.259,-10.706,0.0898,0.753,0.219,88.485,202827.0,0.269,G,Olivia Rodrigo,6266514,female,Generation Z,person,US,Swift & Sour: A Taylor Swift & Olivia Rodrigo Dance Party,https://www.ticketmaster.com/swift-sour-a-taylor-swift-olivia-virginia-beach-virginia-01-28-2023/event/01005D4C7C5F0F26,United States Of America,Virginia Beach,-76.0194075,36.8493416
291,RISE! (feat. DAISY WORLD),hip hop,hip hop,rap,2021-06-25,2020s,"6,034,281",2021-06-25,June,Summer,2021,73.0,0.766,0.814,-3.367,0.0733,0.044,0.195,108.07,203588.0,0.481,D,"Tyler, The Creator",6777818,male,Millennial,person,US,"EARFQUAKE! A Tyler, The Creator Party with Blade Trip",https://www.ticketweb.com/event/earfquake-a-tyler-the-creator-strummers-tickets/12759565,United States Of America,Fresno,-119.8023913,36.7589448
292,JUMP (feat. YoungBoy Never Broke Again),hip hop,north carolina hip hop,rap,2020-04-17,2020s,"6,033,348",2020-04-17,April,Spring,2020,62.0,0.896,0.72,-6.262,0.355,0.169,0.252,140.1,212093.0,0.966,C,DaBaby,7601122,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
293,bloody valentine,hip hop,ohio hip hop,pop rap,2020-09-25,2020s,"6,032,935",2020-09-25,September,Autumn,2020,77.0,0.533,0.858,-4.212,0.0766,0.00021,0.148,160.057,205159.0,0.506,D,Machine Gun Kelly,3868320,male,Millennial,person,US,Machine Gun Kelly,https://www.ticketmaster.com/event/Z7r9jZ1Adb47e,United States Of America,Scottsdale,-111.836502,33.6894
294,Selfish Love (with Selena Gomez),dance pop,dance pop,edm,2021-03-04,2020s,"6,020,785",2021-03-05,March,Spring,2021,74.0,0.723,0.646,-7.973,0.102,0.0206,0.0994,110.971,168649.0,0.443,F,DJ Snake,7408249,male,Millennial,person,FR,Les Francofolies Esch/Alzette - Friday Ticket,https://www.ticketmaster.be/event/les-francofolies-esch-alzette-friday-ticket-tickets/53627,Luxembourg,Esch-sur-Alzette,5.9856,49.48756
295,Modern Loneliness,dance pop,dance pop,electropop,2020-03-06,2020s,"6,020,508",2020-02-21,February,Winter,2020,68.0,0.702,0.508,-7.105,0.035,0.144,0.108,82.008,252337.0,0.143,G#/Ab,Lauv,4442273,male,Millennial,person,US,No events,-,-,-,-,-
296,Lotus,rap,melodic rap,philly rap,2020-03-13,2020s,"6,017,103",2020-03-13,March,Spring,2020,58.0,0.802,0.748,-5.708,0.207,0.24,0.165,150.063,193861.0,0.516,G#/Ab,Lil Uzi Vert,11821805,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
297,Boys Will Be Boys,dance pop,dance pop,pop,2021-02-11,2020s,"6,015,914",2020-03-27,March,Spring,2020,63.0,0.768,0.486,-5.954,0.0353,0.408,0.098,125.021,166266.0,0.519,D#/Eb,Dua Lipa,27167675,female,Generation Z,person,GB,No events,-,-,-,-,-
298,Daddy Issues,rock,modern alternative rock,modern rock,2015-10-30,2010s,"6,014,443",2021-02-05,February,Winter,2021,85.0,0.588,0.521,-9.461,0.0329,0.0678,0.123,85.012,260173.0,0.337,A#/Bb,The Neighbourhood,6662605,mixed,Generation Z,group,US,Neighbourhood Weekender - Saturday Ticket,https://www.ticketmaster.co.uk/neighbourhood-weekender-saturday-ticket-warrington-05-27-2023/event/37005D61972C14CD,Great Britain,Warrington,-2.576634,53.384488
299,MODUS,r&b,alternative r&b,viral pop,2020-09-25,2020s,"6,013,371",2020-09-25,September,Autumn,2020,66.0,0.738,0.533,-7.617,0.0492,0.183,0.115,132.008,207265.0,0.262,G,Joji,4759367,male,Millennial,person,US,Joji Presents Smithereens Oblivion,https://www.ticketmaster.com/joji-presents-smithereens-oblivion-new-york-new-york-05-06-2023/event/3B005D5917572AC8,United States Of America,New York,-73.9916006,40.7497062
300,Bad Boy (with Young Thug),rap,chicago rap,melodic rap,2021-01-15,2020s,"6,011,642",2021-01-15,January,Winter,2021,76.0,0.697,0.674,-6.326,0.0533,0.00215,0.138,81.535,157355.0,0.198,C#/Db,Juice WRLD,19102888,male,Generation Z,person,US,No events,-,-,-,-,-
301,E.T.A.,pop,canadian pop,pop,2020-02-14,2020s,"6,008,945",2020-02-14,February,Winter,2020,58.0,0.465,0.494,-7.595,0.066,0.49,0.127,127.298,176733.0,0.457,E,Justin Bieber,48544923,male,Millennial,person,CA,Justin Bieber,https://www.eticketing.co.uk/asmglobalaberdeen,Great Britain,Aberdeen,-2.190396,57.185147
302,Tu Veneno,latin,latin,reggaeton,2021-03-19,2020s,"6,007,541",2021-03-26,March,Spring,2021,76.0,0.664,0.659,-4.232,0.0873,0.0625,0.0874,175.826,157320.0,0.797,A#/Bb,J Balvin,29067437,male,Millennial,person,CO,No events,-,-,-,-,-
303,Blue Christmas,rock,rock-and-roll,rockabilly,1957-10-15,1950s,"6,007,011",2020-12-18,December,Winter,2020,49.0,0.465,0.27,-16.661,0.0425,0.9,0.145,94.518,129173.0,0.58,E,Elvis Presley,5698788,male,Silent,person,US,Mark Summers As the Young Elvis Presley,https://www.ticketmaster.co.uk/mark-summers-as-the-young-elvis-whitby-30-06-2023/event/35005E26CE9A539B,Great Britain,Whitby,-0.620487,54.490859
304,Heart Of Glass (Live from the iHeart Festival),dance pop,dance pop,pop,2020-09-29,2020s,"6,006,877",2020-10-02,October,Autumn,2020,71.0,0.58,0.908,-5.303,0.0341,0.000335,0.087,115.016,213672.0,0.427,E,Miley Cyrus,15778531,female,Millennial,person,US,No events,-,-,-,-,-
305,Heatin Up (feat. Gunna),hip hop,atl hip hop,atl trap,2020-02-28,2020s,"6,004,839",2020-02-28,February,Winter,2020,66.0,0.788,0.436,-9.435,0.364,0.0611,0.0979,129.847,177314.0,0.341,C#/Db,Lil Baby,7816213,male,Millennial,person,US,Reading Festival 2023 - Weekend Tickets,https://www.ticketmaster.co.uk/reading-festival-2023-weekend-tickets-reading-24-08-2023/event/37005CA4AE1A39BB,Great Britain,Reading,-0.984937,51.463682
306,Ruff Ryders' Anthem,hip hop,east coast hip hop,gangster rap,1998-05-01,1990s,"5,988,511",2021-04-09,April,Spring,2021,72.0,0.88,0.577,-8.093,0.302,0.0564,0.201,90.991,214440.0,0.74,A#/Bb,DMX,2815928,male,Generation X,person,US,No events,-,-,-,-,-
307,Lo Vas A Olvidar (with ROSALÍA),pop,electropop,pop,2021-01-21,2020s,"5,963,380",2021-01-22,January,Winter,2021,68.0,0.343,0.243,-14.66,0.0777,0.721,0.0668,135.154,203464.0,0.032,E,Billie Eilish,47061119,female,Generation Z,person,US,Billie Eilish Estacionamiento,https://www.ticketmaster.com.mx/billie-eilish-estacionamiento-mexico-29-03-2023/event/14005D548BCB0A5B,Mexico,México,-99.095618,19.405199
308,Miss The Rage (feat. Playboi Carti),rap,melodic rap,rap,2021-05-07,2020s,"5,952,490",2021-05-07,May,Spring,2021,85.0,0.584,0.859,-5.616,0.121,0.0144,0.847,77.005,236883.0,0.369,G#/Ab,Trippie Redd,6430522,male,Generation Z,person,US,Trippie Redd,https://www.ticketmaster.com/event/Z7r9jZ1Ad4Yu8,United States Of America,Lowell,-71.2957,42.631699
309,Lithuania (feat. Travis Scott),hip hop,detroit hip hop,hip hop,2020-09-04,2020s,"5,949,270",2020-09-04,September,Autumn,2020,62.0,0.676,0.82,-5.217,0.0554,0.0493,0.615,152.028,199250.0,0.618,G,Big Sean,8673345,male,Millennial,person,US,No events,-,-,-,-,-
310,Fighting Demons,rap,chicago rap,melodic rap,2020-07-10,2020s,"5,946,573",2020-07-10,July,Summer,2020,70.0,0.707,0.67,-6.328,0.257,0.0813,0.098,163.099,200629.0,0.235,G,Juice WRLD,19102888,male,Generation Z,person,US,No events,-,-,-,-,-
311,peace,pop,pop,post-teen pop,2020-07-24,2020s,"5,943,851",2020-07-24,July,Summer,2020,67.0,0.647,0.272,-12.906,0.0916,0.918,0.0918,150.044,234000.0,0.339,F,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
312,Stupid Again,hip hop,canadian hip hop,canadian trap,2020-04-10,2020s,"5,938,996",2020-04-10,April,Spring,2020,66.0,0.775,0.823,-4.941,0.0635,0.0881,0.309,120.059,174848.0,0.65,F,Tory Lanez,3828418,male,Millennial,person,CA,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
313,Hands,hip hop,hip hop,pittsburgh rap,2020-01-17,2020s,"5,934,464",2020-01-17,January,Winter,2020,58.0,0.739,0.627,-8.608,0.171,0.0459,0.159,74.962,199981.0,0.542,C,Mac Miller,6189454,male,Millennial,person,US,No events,-,-,-,-,-
314,West Coast Shit (feat. Tyga & Quavo),drill,brooklyn drill,-,2020-07-03,2020s,"5,931,242",2020-07-03,July,Summer,2020,61.0,0.831,0.762,-5.656,0.207,0.0885,0.107,99.999,192000.0,0.495,B,Pop Smoke,6852509,male,Generation Z,person,US,Blackberry Smoke,https://www.ticketmaster.co.uk/blackberry-smoke-glasgow-27-03-2023/event/1F005ABAE4155FC1,Great Britain,Glasgow,-4.2587809,55.8504496
